"Section L.  Normalization Factors","solicit",0.00135773939569178
"Section L.  Normalization Factors","sponsor",8.91431198320915e-06
"Section L.  Normalization Factors","stabil",0.0026990122265144
"Section L.  Normalization Factors","stage",0.00134791033811811
"Section L.  Normalization Factors","standard",0.00135854646003369
"Section L.  Normalization Factors","statu",0.00405710898177609
"Section L.  Normalization Factors","submit",3.85627056127049e-06
"Section L.  Normalization Factors","sum",0.00135027359696148
"Section L.  Normalization Factors","tabl",0.0067918031712713
"Section L.  Normalization Factors","tabl ii",0.0135659085388581
"Section L.  Normalization Factors","ten",0.00134832326116762
"Section L.  Normalization Factors","transplant",0.00135640839227327
"Section L.  Normalization Factors","trend",0.0216590492332087
"Section L.  Normalization Factors","updat",0.00541348360149437
"Section L.  Normalization Factors","varieti",0.00135215600362632
"Section L.  Normalization Factors","volatil",0.00135040210438332
"Section M.  Medical Loss Ratio Credibility Adjustment","1",3.00508501602338e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","2",2.44814994409e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","2013",0.00554780524655145
"Section M.  Medical Loss Ratio Credibility Adjustment","2016",1.28994153196284e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","2017",3.70487996887446e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","23",0.00554333841128765
"Section M.  Medical Loss Ratio Credibility Adjustment","3",1.63024048193315e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","31284",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","31295",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","4",1.66225295570656e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","4 vi",1.40328724768191e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","4173",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","42",0.0111008496963604
"Section M.  Medical Loss Ratio Credibility Adjustment","42 c.f.r",2.0442170669201e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","42 cfr",0.0110910139789977
"Section M.  Medical Loss Ratio Credibility Adjustment","422.2440",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","422.2480",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","423.2440",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","423.2480",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","5",1.5270749389825e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","78",0.0110864550778265
"Section M.  Medical Loss Ratio Credibility Adjustment","access",1.34633949405357e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","act",3.00492595698347e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","action",0.0277248890274391
"Section M.  Medical Loss Ratio Credibility Adjustment","activ",0.00554848801727129
"Section M.  Medical Loss Ratio Credibility Adjustment","addit",0.00556744378266366
"Section M.  Medical Loss Ratio Credibility Adjustment","adequaci",0.00554607645434229
"Section M.  Medical Loss Ratio Credibility Adjustment","adjust",3.0262571208795e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","advanc",0.00555227111156625
"Section M.  Medical Loss Ratio Credibility Adjustment","advanc notic",0.00554606493182868
"Section M.  Medical Loss Ratio Credibility Adjustment","amount",3.34286032266599e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","annual",0.00556002823125362
"Section M.  Medical Loss Ratio Credibility Adjustment","appli",2.07632726376531e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","applic",0.0111393650053733
"Section M.  Medical Loss Ratio Credibility Adjustment","applic drug",1.15065413414202e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","audit",1.77076978790012e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","averag",1.24388624999874e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","base",5.80849369583965e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","basi",0.00555342829928215
"Section M.  Medical Loss Ratio Credibility Adjustment","benchmark",1.15255161958043e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","beneficiari",2.97582504051918e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","benefit",8.81407924604297e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","bid",5.90415763103253e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","bring",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","calcul",0.0111077954629485
"Section M.  Medical Loss Ratio Credibility Adjustment","call",1.21917250705005e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","call letter",0.00555362971085902
"Section M.  Medical Loss Ratio Credibility Adjustment","chang",2.19034284905122e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","civil",0.00554463502984427
"Section M.  Medical Loss Ratio Credibility Adjustment","claim",1.63515852395631e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","cmp",0.0110919141301261
"Section M.  Medical Loss Ratio Credibility Adjustment","comment",0.00555413339976445
"Section M.  Medical Loss Ratio Credibility Adjustment","complet",1.58045623354565e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","complianc",0.0221854500463613
"Section M.  Medical Loss Ratio Credibility Adjustment","condit",1.7149465269231e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","continu",3.033581851293e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","contract",0.0277682452123914
"Section M.  Medical Loss Ratio Credibility Adjustment","correct",1.15899279919505e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","cost",0.000188800616617864
"Section M.  Medical Loss Ratio Credibility Adjustment","cost share",5.80905817456807e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","counti",2.20478567156602e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","cover",2.29722283376497e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","coverag",3.65067708805895e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","coverag gap",1.14976823432084e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","credibl",0.060975608625003
"Section M.  Medical Loss Ratio Credibility Adjustment","credibl adjust",0.0388025927723927
"Section M.  Medical Loss Ratio Credibility Adjustment","current",2.23083229443505e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","dai",1.74341115809927e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","data",4.08884510014655e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","defin",0.00555838572366758
"Section M.  Medical Loss Ratio Credibility Adjustment","definit",0.00554440324061163
"Section M.  Medical Loss Ratio Credibility Adjustment","detect",0.00554373088175792
"Section M.  Medical Loss Ratio Credibility Adjustment","determin",0.00558394708598647
"Section M.  Medical Loss Ratio Credibility Adjustment","differ",1.48988303963502e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","directori",0.0332605586206253
"Section M.  Medical Loss Ratio Credibility Adjustment","discov",0.00554354354080766
"Section M.  Medical Loss Ratio Credibility Adjustment","discret",0.00554374468672245
"Section M.  Medical Loss Ratio Credibility Adjustment","drug",7.55007227313616e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","egregi",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","elig",1.55842425343244e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","enforc",0.0277164586535277
"Section M.  Medical Loss Ratio Credibility Adjustment","enhanc",1.38947129477034e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","enrol",4.2098096660047e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","enrolle",5.87319469682945e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","error",0.00554726700934525
"Section M.  Medical Loss Ratio Credibility Adjustment","esrd",2.36867451910491e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","establish",1.42872403428373e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","estim",1.72421230099791e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","evalu",1.43923856773409e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","expect",1.17300418921025e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","factor",0.00555728537642147
"Section M.  Medical Loss Ratio Credibility Adjustment","fee",1.43793119534512e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","ff",2.20437499561465e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","file",1.25204157820396e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","final",0.027737602952897
"Section M.  Medical Loss Ratio Credibility Adjustment","formulari",2.3092546235138e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","fr",0.0110895512998988
"Section M.  Medical Loss Ratio Credibility Adjustment","futur",0.00554885212454678
"Section M.  Medical Loss Ratio Credibility Adjustment","identifi",1.89827345461039e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","ii",1.97291637976583e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","imped",0.00554336265090207
"Section M.  Medical Loss Ratio Credibility Adjustment","implement",1.86123122655546e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","impos",0.016631676833721
"Section M.  Medical Loss Ratio Credibility Adjustment","inaccur",0.00554600809614372
"Section M.  Medical Loss Ratio Credibility Adjustment","includ",0.00561433992056388
"Section M.  Medical Loss Ratio Credibility Adjustment","increas",2.43229694665201e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","individu",1.30042153151341e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","industri",0.00554481930035276
"Section M.  Medical Loss Ratio Credibility Adjustment","inform",2.95773781532699e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","initi",0.00555496258617382
"Section M.  Medical Loss Ratio Credibility Adjustment","inquiri",0.00554459743920922
"Section M.  Medical Loss Ratio Credibility Adjustment","instanc",0.0110869569267858
"Section M.  Medical Loss Ratio Credibility Adjustment","letter",0.00555440795409953
"Section M.  Medical Loss Ratio Credibility Adjustment","level",2.0718617209719e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","limit",1.56599511577624e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","loss",0.011097180129458
"Section M.  Medical Loss Ratio Credibility Adjustment","low",1.19097671645473e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","manag",1.3753542795312e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","mao",0.0111076103232029
"Section M.  Medical Loss Ratio Credibility Adjustment","measur",3.21016294169438e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","medic",0.0111078670004637
"Section M.  Medical Loss Ratio Credibility Adjustment","medicaid",1.78743888373724e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","meet",1.73543431711162e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","mlr",0.0277161376945662
"Section M.  Medical Loss Ratio Credibility Adjustment","model",3.53956516609018e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","monei",0.0055446382707225
"Section M.  Medical Loss Ratio Credibility Adjustment","monitor",0.00554957018719073
"Section M.  Medical Loss Ratio Credibility Adjustment","month",1.1993377564871e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","network",0.00556226440780205
"Section M.  Medical Loss Ratio Credibility Adjustment","notic",0.0166393643496922
"Section M.  Medical Loss Ratio Credibility Adjustment","notifi",0.00554496359879504
"Section M.  Medical Loss Ratio Credibility Adjustment","offer",3.33062841059661e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","opioid",2.27804220590164e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","organ",0.00558769961203672
"Section M.  Medical Loss Ratio Credibility Adjustment","otc",1.29562516595307e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","partial",0.00554624808597406
"Section M.  Medical Loss Ratio Credibility Adjustment","payment",5.33076030579208e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","pbp",1.22912756177487e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","pd",0.0166360582477661
"Section M.  Medical Loss Ratio Credibility Adjustment","penalti",0.0110879972692089
"Section M.  Medical Loss Ratio Credibility Adjustment","percent",2.44510318828859e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","percentag",2.02984898061359e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","perform",1.46246521939201e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","polici",1.82861648654558e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","premium",1.72539060470547e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","prescript",2.99280789982429e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","prescript drug",1.4007348889233e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","prior",2.05697291212249e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","process",0.00555693033196836
"Section M.  Medical Loss Ratio Credibility Adjustment","program",4.1191778319023e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","project",1.29267571418043e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","propos",0.00556794340572278
"Section M.  Medical Loss Ratio Credibility Adjustment","provid",0.0499505304538053
"Section M.  Medical Loss Ratio Credibility Adjustment","provid directori",0.0332596884384308
"Section M.  Medical Loss Ratio Credibility Adjustment","publish",0.0221779588851572
"Section M.  Medical Loss Ratio Credibility Adjustment","question",0.00554656495507329
"Section M.  Medical Loss Ratio Credibility Adjustment","rate",0.00558359020226707
"Section M.  Medical Loss Ratio Credibility Adjustment","rate announc",0.0055482556902823
"Section M.  Medical Loss Ratio Credibility Adjustment","ratio",0.0110899956032496
"Section M.  Medical Loss Ratio Credibility Adjustment","receiv",0.0111247097280129
"Section M.  Medical Loss Ratio Credibility Adjustment","reduct",1.24794142086113e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","remain",0.00554752353398654
"Section M.  Medical Loss Ratio Credibility Adjustment","report",1.59482074514894e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","request",1.73314192123294e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","requir",0.0111502686645058
"Section M.  Medical Loss Ratio Credibility Adjustment","result",0.00556222178133257
"Section M.  Medical Loss Ratio Credibility Adjustment","review",1.99724062557818e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","risk",3.62126545089573e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","risk score",1.62427711035673e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","section",0.00563319401092598
"Section M.  Medical Loss Ratio Credibility Adjustment","section 1853",1.30458395203156e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","section ii",1.74472704958364e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","segment",1.15763702315628e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","servic",6.17729640281495e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","set",0.00555642555764379
"Section M.  Medical Loss Ratio Credibility Adjustment","share",5.48848104176497e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","snp",3.08940017348684e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","specif",2.18731550011877e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","sponsor",6.80608304277833e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","sponsor organ",1.24277125321686e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","stand",0.0166303934828662
"Section M.  Medical Loss Ratio Credibility Adjustment","standard",1.34675654268455e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","star",1.89208641572027e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","star rate",1.51657928511339e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","state",0.00554496355188392
"Section M.  Medical Loss Ratio Credibility Adjustment","statu",1.15270311522079e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","submiss",2.47470596184433e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","submit",2.94426510143057e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","supplement",2.27806890384605e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","supplement benefit",2.11376005194971e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","tabl",0.0221942846127981
"Section M.  Medical Loss Ratio Credibility Adjustment","tabl ii",0.0221776873488299
"Section M.  Medical Loss Ratio Credibility Adjustment","threshold",2.88757027120951e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","tier",2.78524325492091e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","time",2.354382598197e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","total",1.49886741093238e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","uncorrect",0.00554322753891324
"Section M.  Medical Loss Ratio Credibility Adjustment","updat",4.12398956324597e-05
"Section M.  Medical Loss Ratio Credibility Adjustment","valid",0.00555067042656746
"Section M.  Medical Loss Ratio Credibility Adjustment","violat",0.0110872420472773
"Section N.  Encounter Data as a Diagnosis Source for 2019","00",0.00493103865801841
"Section N.  Encounter Data as a Diagnosis Source for 2019","0163",0.00986207731603682
"Section N.  Encounter Data as a Diagnosis Source for 2019","1",0.00496484867310607
"Section N.  Encounter Data as a Diagnosis Source for 2019","15",0.00493317173947531
"Section N.  Encounter Data as a Diagnosis Source for 2019","2",0.00988903414310498
"Section N.  Encounter Data as a Diagnosis Source for 2019","2015",0.00494143763400903
"Section N.  Encounter Data as a Diagnosis Source for 2019","2016",1.47256762217312e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","2017",0.0197644673100873
"Section N.  Encounter Data as a Diagnosis Source for 2019","25",0.00986712347296865
"Section N.  Encounter Data as a Diagnosis Source for 2019","27",0.00986345711478493
"Section N.  Encounter Data as a Diagnosis Source for 2019","3",0.00494915376371477
"Section N.  Encounter Data as a Diagnosis Source for 2019","4",1.89758979130651e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","4 vi",1.60196048762029e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","42",1.75450170284318e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","42 c.f.r",2.33363124672768e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","5",0.00987851936242302
"Section N.  Encounter Data as a Diagnosis Source for 2019","6",0.00493479318694982
"Section N.  Encounter Data as a Diagnosis Source for 2019","6pm",0.00493103865801841
"Section N.  Encounter Data as a Diagnosis Source for 2019","75",0.00986444120958356
"Section N.  Encounter Data as a Diagnosis Source for 2019","85",0.00493109966099596
"Section N.  Encounter Data as a Diagnosis Source for 2019","access",1.53695024020145e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","account",1.26997494966104e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","act",3.43035444757563e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","action",1.27714484917487e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","ad",0.0147992148676595
"Section N.  Encounter Data as a Diagnosis Source for 2019","addit",2.82009331855759e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","address",0.00986913248275914
"Section N.  Encounter Data as a Diagnosis Source for 2019","adjust",3.45470561429004e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","adjust model",0.0197290634008455
"Section N.  Encounter Data as a Diagnosis Source for 2019","ag",0.00493871504473396
"Section N.  Encounter Data as a Diagnosis Source for 2019","amount",3.81613255688773e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","annual",1.97355100354582e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","appli",2.37028750985603e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","applic",6.15132090782157e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","applic drug",1.31356032833428e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","april",0.0098701240410071
"Section N.  Encounter Data as a Diagnosis Source for 2019","audit",2.02147011424329e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","averag",1.41999197019986e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","base",0.00499685174263538
"Section N.  Encounter Data as a Diagnosis Source for 2019","begin",1.27257014565635e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","benchmark",1.31572645412441e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","beneficiari",3.39713350980522e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","benefit",0.000100619504026981
"Section N.  Encounter Data as a Diagnosis Source for 2019","bid",6.7400507296132e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","blend",0.00493317382308882
"Section N.  Encounter Data as a Diagnosis Source for 2019","calcul",0.0197476473960124
"Section N.  Encounter Data as a Diagnosis Source for 2019","call",1.39177932893876e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","chang",2.50044508301332e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","claim",1.8666594103955e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","comment",0.0295962659829082
"Section N.  Encounter Data as a Diagnosis Source for 2019","complet",1.80421253220647e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","complianc",1.65401535098081e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","condit",1.95774356180506e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","consist",1.30918860381962e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","continu",0.00496517398643161
"Section N.  Encounter Data as a Diagnosis Source for 2019","contract",6.22658733162822e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","correct",1.32307955681482e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","cost",0.000215530447069742
"Section N.  Encounter Data as a Diagnosis Source for 2019","cost share",6.63148737460396e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","counti",2.51693267743611e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","cover",2.62245681846643e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","coverag",4.16752910552815e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","coverag gap",1.31254900544805e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","current",2.54666690379715e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","dai",1.9902381309064e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","data",0.014838307254978
"Section N.  Encounter Data as a Diagnosis Source for 2019","decemb",0.0098671499129932
"Section N.  Encounter Data as a Diagnosis Source for 2019","defin",1.78604611046003e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","determin",4.70407251683218e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","diagnos",0.0345231710896129
"Section N.  Encounter Data as a Diagnosis Source for 2019","diagnosi",0.01479416394455
"Section N.  Encounter Data as a Diagnosis Source for 2019","differ",1.70081625455759e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","disabl",0.00493959638034042
"Section N.  Encounter Data as a Diagnosis Source for 2019","docket",0.00986207731603682
"Section N.  Encounter Data as a Diagnosis Source for 2019","drug",8.61898907741129e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","egwp",1.27924766497683e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","elig",1.77906132979673e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","encount",0.0345224889945912
"Section N.  Encounter Data as a Diagnosis Source for 2019","encount data",0.0345226524644576
"Section N.  Encounter Data as a Diagnosis Source for 2019","enhanc",1.58618851313691e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","enrol",4.80582201290685e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","enrolle",6.7047041551638e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","enter",0.00986364957185652
"Section N.  Encounter Data as a Diagnosis Source for 2019","esrd",0.00495758355706048
"Section N.  Encounter Data as a Diagnosis Source for 2019","est",0.00986207731603682
"Section N.  Encounter Data as a Diagnosis Source for 2019","establish",1.63099853890694e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","estim",1.96832115664852e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","evalu",1.64300168876882e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","expect",1.3390746378063e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","factor",1.66043299640651e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","fee",1.64150922248065e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","ff",0.034538967828534
"Section N.  Encounter Data as a Diagnosis Source for 2019","ff claim",0.0049331433335508
"Section N.  Encounter Data as a Diagnosis Source for 2019","field",0.00986377376135458
"Section N.  Encounter Data as a Diagnosis Source for 2019","file",1.42930190554619e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","final",2.72853737481051e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","follow",0.00986628543283063
"Section N.  Encounter Data as a Diagnosis Source for 2019","formulari",2.6361920332664e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","hcc",0.00986999415664822
"Section N.  Encounter Data as a Diagnosis Source for 2019","hcc model",0.00493560666413782
"Section N.  Encounter Data as a Diagnosis Source for 2019","identifi",2.16702537132544e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","ii",2.25223602009099e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","implement",2.12473881465974e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","includ",0.00501227979982945
"Section N.  Encounter Data as a Diagnosis Source for 2019","increas",2.77665432300643e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","individu",1.48453134892825e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","inform",3.376485549e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","initi",1.39526859732023e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","inpati",0.0098654928933503
"Section N.  Encounter Data as a Diagnosis Source for 2019","instruct",0.00986502971054438
"Section N.  Encounter Data as a Diagnosis Source for 2019","letter",1.33195307374179e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","level",2.36518974877916e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","limit",1.78770405234131e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","loss",1.33559237447725e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","low",1.35959166206906e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","manag",1.57007285281606e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","mao",2.52627933362353e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","march",0.00986438429895187
"Section N.  Encounter Data as a Diagnosis Source for 2019","measur",3.66464827490723e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","medic",2.55558102011783e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","medicaid",2.04049917115196e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","meet",1.98113195246759e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","method",0.00493298457156231
"Section N.  Encounter Data as a Diagnosis Source for 2019","model",0.00497095017572599
"Section N.  Encounter Data as a Diagnosis Source for 2019","mondai",0.0098631151976469
"Section N.  Encounter Data as a Diagnosis Source for 2019","month",1.369136433312e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","network",2.22882778168506e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","normal",1.29025053789566e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","note",0.00987000387998627
"Section N.  Encounter Data as a Diagnosis Source for 2019","notic",0.0148043510592343
"Section N.  Encounter Data as a Diagnosis Source for 2019","offer",3.80216888704342e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","opioid",2.60056065428802e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","organ",0.0049818678355584
"Section N.  Encounter Data as a Diagnosis Source for 2019","otc",1.47905592817991e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","pace",0.0098703610281226
"Section N.  Encounter Data as a Diagnosis Source for 2019","payment",0.00499139804799277
"Section N.  Encounter Data as a Diagnosis Source for 2019","pbp",1.40314379073917e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","percent",2.79127363429191e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","percentag",2.31722896944346e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","perform",1.6695167007717e-05
"Section N.  Encounter Data as a Diagnosis Source for 2019","period",1.29144229852196e-05
