"doc1","doc2","distance"
"Section I Incomplete and Inaccurate Bid Submissions","Section L.  Normalization Factors",0.0297705222548521
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0297559992282338
"Section II Plans with Low Enrollment","Section C.  Part D Risk Sharing",0.029745216400108
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section I Plan Corrections",0.0297041142729319
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section III CY 2019 Formulary Submission Window",0.0295929374689183
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section M.  Medical Loss Ratio Credibility Adjustment",0.0295540231644524
"Section II Outpatient Observation Services","Section M.  Medical Loss Ratio Credibility Adjustment",0.0295478679997154
"Section D.  ESRD Rates","Section II Health Related Supplemental Benefits",0.0295250168483977
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Medicare Advantage (MA) Uniformity Flexibility",0.0294050529573739
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section B.  Encounter Data as a Diagnosis Source for 2019",0.02939524088422
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section B.  FFS Growth Percentage",0.0293894006607749
"Section A.  MA Growth Percentage","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0292822316253448
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0292623320432807
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Plans with Low Enrollment",0.0292296932022088
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Part C Cost Sharing Standards",0.0291209986856645
"Section A.  MA Growth Percentage","Section II Tiered Cost Sharing of Medical Benefits",0.0291111254869791
"Section I Annual Calendar","Section C.  Part D Risk Sharing",0.02909929089384
"Section III Benefit Review","Section A.  MA Growth Percentage",0.0290957186981323
"Section II Employer Group Waiver Plans","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0290895628282447
"Section A.  MA Growth Percentage","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.029087239689152
"Section A.  MA Growth Percentage","Section I Validation Audits",0.0290720306738956
"Section I Enforcement Actions for Provider Directories","Section II Maximum Out of Pocket (MOOP) Limits",0.0290670585156776
"Section II Employer Group Waiver Plans","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0290401159748387
"Section A.  MA Growth Percentage","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.0289885517826224
"Section III Specialty Tiers","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.0289083619975164
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0288958878513135
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section C.  Part D Risk Sharing",0.0288714193267144
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.0288652584492478
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.0287554061875836
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0286692692523411
"Section III Specialty Tiers","Section I Enforcement Actions for Provider Directories",0.0285910405828248
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Cost Plan Transition to MA under MACRA",0.0284901441149095
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I Innovations in Health Plan Design",0.028471991743449
"Section M.  Medical Loss Ratio Credibility Adjustment","Section II Health Related Supplemental Benefits",0.0282206160409148
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I Annual Calendar",0.0281927930811906
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Improving Access to Part D Vaccines",0.0281864274666508
"Section D.  Retiree Drug Subsidy Amounts","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0281281058336646
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section A.  MA Growth Percentage",0.0281091347570523
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section IV   Medicare Medicaid Plans",0.0280933391029601
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section IV   Medicare Medicaid Plans",0.0280363626844069
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section III Tier Composition",0.0280125112556239
"Section B.  FFS Growth Percentage","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0279975363252003
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section D.  Retiree Drug Subsidy Amounts",0.027780402656383
"Section II Outpatient Observation Services","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0277100389131459
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Tiered Cost Sharing of Medical Benefits",0.0275778696808168
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section D.  ESRD Rates",0.0275676024169908
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section I Incomplete and Inaccurate Bid Submissions",0.0275546202320705
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0274817225574852
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.027416416900227
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0273110722178328
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section II Health Related Supplemental Benefits",0.0272638510669484
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section M.  Medical Loss Ratio Credibility Adjustment",0.0271027592338671
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0270933305471202
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0270898968825038
"Section II Employer Group Waiver Plans","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0270544885015532
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness","Section II Maximum Out of Pocket (MOOP) Limits",0.0270444526756969
"Section I Annual Calendar","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0269742007800333
"Section I Enforcement Actions for Provider Directories","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0269043039677831
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section C.  Part D Risk Sharing",0.0268778361813219
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section I Incomplete and Inaccurate Bid Submissions",0.0268309078221644
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.026775777137941
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.026734480022052
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.026713025299917
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section I Incomplete and Inaccurate Bid Submissions",0.0267034993810787
"Section D.  Retiree Drug Subsidy Amounts","Section I Innovations in Health Plan Design",0.0265663285767919
"Section III Coordination of Benefits (COB) User Fee","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0265138875990055
"Section III Benefit Review","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0264689489140053
"Section I Enforcement Actions for Provider Directories","Section B.  FFS Growth Percentage",0.0263989503985978
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0263654998820139
"Section II Outpatient Observation Services","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0263289207419459
"Section III Benefit Review","Section M.  Medical Loss Ratio Credibility Adjustment",0.0262211316760218
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0261738729133983
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.0261627976067091
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section II Maximum Out of Pocket (MOOP) Limits",0.0261352602256529
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section D.  ESRD Rates",0.0261280274658662
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section C.  Part D Risk Sharing",0.0261268844520157
"Section II Part C Optional Supplemental Benefits","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0260284704731244
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0258630300055936
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section D.  Retiree Drug Subsidy Amounts",0.0258069887046255
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section I Plan Corrections",0.0257067670106569
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section A.  MA Growth Percentage",0.0256917497769354
"Section II Outpatient Observation Services","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0256910714737717
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0256396560378603
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Transparency   Timeliness with Prior Authorization Processes",0.0256109749712991
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0254876261544676
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.0254823595718813
"Section M.  Medical Loss Ratio Credibility Adjustment","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0254095634395421
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0253164151315577
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0253004703120028
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I Enforcement Actions for Provider Directories",0.0252332591679093
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.025201655788267
"Section B.  FFS Growth Percentage","Section II Tiered Cost Sharing of Medical Benefits",0.0251830859501429
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section I Enforcement Actions for Provider Directories",0.0251329277201955
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0250171859149879
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0248693644530094
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0248674062185475
"Section D.  Retiree Drug Subsidy Amounts","Section M.  Medical Loss Ratio Credibility Adjustment",0.0248400891462719
"Section II Cost Plan Competition Requirements","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0248379606586416
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0247864222847639
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.0247843177275718
"Section II Outpatient Observation Services","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0247840798548305
"Section D.  ESRD Rates","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0247627472735618
"Section A.  MA Growth Percentage","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0247015253539362
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Part C Optional Supplemental Benefits",0.0246324015877909
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0245508388710768
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.0244386038501399
"Section II Employer Group Waiver Plans","Section C.  Part D Risk Sharing",0.0243661939735862
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0242658571472089
"Section I Enforcement Actions for Provider Directories","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0242582223936813
"Section M.  Medical Loss Ratio Credibility Adjustment","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0241848106341277
"Section C.  IME Phase Out","Section III CY 2019 Formulary Submission Window",0.0241625322629798
"Section III Benefit Review","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.0240655475555945
"Section D.  Retiree Drug Subsidy Amounts","Section I Plan Corrections",0.0239792908352161
"Section III Benefit Review","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0239621505250665
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section I Plan Corrections",0.0239602131444257
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.0239165334444725
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0238436707222034
"Section II Outpatient Observation Services","Section I Plan Corrections",0.0237699402014186
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section I Validation Audits",0.0236716789418394
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section D.  Retiree Drug Subsidy Amounts",0.0236096082324943
"Section A.  MA Growth Percentage","Section I Innovations in Health Plan Design",0.0233655914631366
"Section C.  IME Phase Out","Section I Plan Corrections",0.0233249249942697
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section III Tier Composition",0.0233207118942423
"Section I Enforcement Actions for Provider Directories","Section II Medicare Advantage (MA) Segmented Service Area Options",0.0230556779858003
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Coordination of Benefits (COB) User Fee",0.0229382200912132
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section L.  Normalization Factors",0.0229123085793477
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Coordination of Benefits (COB) User Fee",0.0228470140835225
"Section III Specialty Tiers","Section II Transparency   Timeliness with Prior Authorization Processes",0.0227474912606601
"Section D.  Retiree Drug Subsidy Amounts","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0227000864239335
"Section M.  Medical Loss Ratio Credibility Adjustment","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0226764403656632
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0226509125427652
"Section D.  Retiree Drug Subsidy Amounts","Section B.  FFS Growth Percentage",0.0225891382523899
"Section A.  MA Growth Percentage","Section III CY 2019 Formulary Submission Window",0.02249943321657
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Outpatient Observation Services",0.0224978852981683
"Section III Tier Composition","Section L.  Normalization Factors",0.0224492537080376
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0224196086938067
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0223839712229272
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Specialty Tiers",0.0221609009997865
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Transparency   Timeliness with Prior Authorization Processes",0.0221496806830122
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0220932915517764
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",0.0220192753025272
"Section C.  IME Phase Out","Section III Tier Composition",0.0216409532539181
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.0214559561955645
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0213556941694008
"Section B.  FFS Growth Percentage","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0212407254565845
"Section I Plan Corrections","Section D.  ESRD Rates",0.0212310804547267
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.021211066528285
"Section III Coordination of Benefits (COB) User Fee","Section L.  Normalization Factors",0.0211301863619924
"Section M.  Medical Loss Ratio Credibility Adjustment","Section C.  Part D Risk Sharing",0.0211100165460375
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section C.  Part D Risk Sharing",0.0210451242974327
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",0.0208616479694303
"Section I Enforcement Actions for Provider Directories","Section C.  Part D Risk Sharing",0.020835678014933
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Tier Composition",0.0208161742895944
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Tiered Cost Sharing of Medical Benefits",0.0208149116155145
"Section III Specialty Tiers","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0207924811348889
"Section I Enforcement Actions for Provider Directories","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0207288824474565
"Section B.  FFS Growth Percentage","Section III Tier Composition",0.0206889205812745
"Section II Outpatient Observation Services","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0206495490395661
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0204624136419454
"Section I Plan Corrections","Section II Maximum Out of Pocket (MOOP) Limits",0.0204408564586783
"Section III Specialty Tiers","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.020371077711738
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0203079701322374
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.0203048301291058
"Section II Outpatient Observation Services","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0202517134687051
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0202241038455229
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section I Incomplete and Inaccurate Bid Submissions",0.0201574447784905
"Section II Outpatient Observation Services","Section B.  FFS Growth Percentage",0.0201527318816742
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0200142730422323
"Section I Enforcement Actions for Provider Directories","Section D.  ESRD Rates",0.0198984575952176
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section N.  Encounter Data as a Diagnosis Source for 2019",0.0197385508487931
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section M.  Medical Loss Ratio Credibility Adjustment",0.0196567245382544
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0196369660357844
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III Improving Access to Part D Vaccines",0.0195559278460219
"Section II Part C Optional Supplemental Benefits","Section I Enforcement Actions for Provider Directories",0.0195433777933537
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section III Improving Access to Part D Vaccines",0.0193727642900272
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0193128922066969
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section M.  Medical Loss Ratio Credibility Adjustment",0.0192109155283846
"Section I Enforcement Actions for Provider Directories","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0191339942536424
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Cost Plan Transition to MA under MACRA",0.0190900887080303
"Section A.  MA Growth Percentage","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0190744004003388
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",0.0190153075416611
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section I Enforcement Actions for Provider Directories",0.0189701331026867
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Improving Access to Part D Vaccines",0.0188659657217191
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0188507591090085
"Section III Benefit Review","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0187235059677148
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section H.  Enhanced Medication Therapy Management (MTM) Model",0.0186917928628581
"Section M.  Medical Loss Ratio Credibility Adjustment","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0186858483215392
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Cost Plan Transition to MA under MACRA",0.0186173583979531
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section N.  Encounter Data as a Diagnosis Source for 2019",0.0183796756375296
"Section D.  Retiree Drug Subsidy Amounts","Section I Validation Audits",0.0182136846557138
"Section A.  MA Growth Percentage","Section III Improving Access to Part D Vaccines",0.0180627869959757
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section C.  Part D Risk Sharing",0.0179927493694469
"Section II Outpatient Observation Services","Section III Low Enrollment Plans (Stand alone PDPs only)",0.017924486186732
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section I Enforcement Actions for Provider Directories",0.0177620547196581
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0177602244406423
"Section II Employer Group Waiver Plans","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0177179440338261
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section C.  Part D Risk Sharing",0.0176132785975484
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Expanding the Part D OTC Program",0.0175344715866014
"Section I Enforcement Actions for Provider Directories","Section III Tier Composition",0.0173335773842123
"Section II Part C Optional Supplemental Benefits","Section K.  Medicare Advantage Coding Pattern Adjustment",0.0173228179387484
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section E.  Clinical Trials",0.0172250947607919
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section M.  Medical Loss Ratio Credibility Adjustment",0.017183303039568
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.016999486481602
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0169888272719923
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Health Related Supplemental Benefits",0.0169406381302818
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section D.  Retiree Drug Subsidy Amounts",0.0167859915566148
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section C.  Part D Risk Sharing",0.0166666666666667
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Tiered Cost Sharing of Medical Benefits",0.0166236241057194
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.0166032445171996
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0165330038848761
"Section I Enforcement Actions for Provider Directories","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0164577327021938
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section II Plans with Low Enrollment",0.0163538903740672
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Medicare Advantage (MA) Segmented Service Area Options",0.0163488345331277
"Section I Enforcement Actions for Provider Directories","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.0163411408167296
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0163101599824434
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.016242243642804
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0161321367316588
"Section B.  FFS Growth Percentage","Section II Cost Plan Transition to MA under MACRA",0.016031400044587
"Section II Outpatient Observation Services","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0158242507320489
"Section III Coordination of Benefits (COB) User Fee","Section B.  Encounter Data as a Diagnosis Source for 2019",0.0157029413924377
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section II Maximum Out of Pocket (MOOP) Limits",0.0156147866340958
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Transparency   Timeliness with Prior Authorization Processes",0.0156076508727692
