"document","topic","gamma"
"Section A.  MA Growth Percentage",39,0.000189939973368567
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",39,0.0002630878478769
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",39,0.000157166518908075
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",39,0.000146625012707643
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",39,0.000161820097530276
"Section III Benefit Review",39,0.000159459363544172
"Section III Timely Updates to LIS Status Based on Best Available Evidence",39,0.000130829918827649
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",39,0.00027639308197032
"Section II Employer Group Waiver Plans",39,0.00026957639123306
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",40,1.16496990489204e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",40,3.83987553116046e-06
"Section I Validation Audits",40,1.01062544544326e-05
"Section B.  Calculation of Fee for Service Cost",40,7.13682816055432e-06
"Section G.  MA Employer Group Waiver Plans",40,1.09135063801222e-05
"Section L.  Normalization Factors",40,1.47998589703204e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",40,9.75451187439257e-06
"Section IV   Medicare Medicaid Plans",40,7.10897796648184e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",40,1.49414754090509e-05
"Section III CY 2019 Formulary Submission Window",40,1.57601314758908e-05
"Section I Incomplete and Inaccurate Bid Submissions",40,2.9339649583754e-05
"Section E.  Clinical Trials",40,2.87228598225671e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",40,1.96396598488226e-05
"Section II Part C Cost Sharing Standards",40,1.92251363046517e-05
"Section II Total Beneficiary Cost (TBC)",40,1.71176006736146e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",40,2.69522331212634e-05
"Section C.  Part D Risk Sharing",40,3.30676128531996e-05
"Section II Maximum Out of Pocket (MOOP) Limits",40,3.2381860588568e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",40,4.60136581393334e-05
"Section O.  Quality Payment Program",40,3.2770194553658e-05
"Section II Health Related Supplemental Benefits",40,4.46965442912331e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",40,3.95245774866155e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",40,5.02438943486062e-05
"Section III Improving Access to Part D Vaccines",40,3.39931663825051e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",40,1.67503526653952e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",40,3.60089265910018e-05
"Section I Innovations in Health Plan Design",40,4.11618437314817e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",40,4.21133920825357e-05
"Section III Tier Composition",40,0.997081999515274
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",40,6.15634954470041e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",40,4.62081807993963e-05
"Section III Expanding the Part D OTC Program",40,7.16527940693702e-05
"Section D.  ESRD Rates",40,4.74107540836548e-05
"Section I Plan Corrections",40,5.36996867816439e-05
"Section A.  Update of the RxHCC Model",40,2.95778305546041e-05
"Section II Tiered Cost Sharing of Medical Benefits",40,7.45864479475438e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",40,0.000122063754382236
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",40,4.66022022579326e-05
"Section II Cost Plan Transition to MA under MACRA",40,0.000100697695387378
"Section II Plans with Low Enrollment",40,6.64273202463511e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",40,8.56972373261493e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",40,4.82478581672774e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",40,0.00011321365509734
"Section II Medicare Advantage (MA) Uniformity Flexibility",40,4.56294850919576e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",40,9.14320584075375e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",40,0.000139158099384409
"Section B.  FFS Growth Percentage",40,5.24122117620606e-05
"Section C.  IME Phase Out",40,9.54231032264106e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",40,0.000110915985813885
"Section II Overview of CY 2019 Benefits and Bid Review",40,5.8593343758568e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",40,8.63744368086563e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",40,6.68334879872801e-05
"Section D.  Retiree Drug Subsidy Amounts",40,0.000200386467999063
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",40,8.43742031320306e-05
"Section II Cost Plan Competition Requirements",40,0.000152773111076933
"Section II Medicare Advantage (MA) Segmented Service Area Options",40,0.000166757662467626
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",40,0.000103559874911681
"Section H.  Enhanced Medication Therapy Management (MTM) Model",40,7.5098905739959e-05
"Section I Enforcement Actions for Provider Directories",40,0.000130829918827657
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",40,7.07255290046751e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",40,0.000189939973368563
"Section III Coordination of Benefits (COB) User Fee",40,9.97784722472262e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",40,0.000132414842335866
"Section K.  Medicare Advantage Coding Pattern Adjustment",40,0.000135702752071124
"Section II Outpatient Observation Services",40,0.000142794008653934
"Section II Part C Optional Supplemental Benefits",40,0.000148618649038355
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",40,0.000135702752071122
"Section I Annual Calendar",40,6.98219569628495e-05
"Section III Specialty Tiers",40,0.000161820097530082
"Section N.  Encounter Data as a Diagnosis Source for 2019",40,0.00012928248766147
"Section A.  MA Growth Percentage",40,0.000189939973368566
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",40,0.000263087847876899
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",40,0.992298840573504
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",40,0.00014662501270764
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",40,0.000161820097530082
"Section III Benefit Review",40,0.00015945936354416
"Section III Timely Updates to LIS Status Based on Best Available Evidence",40,0.00013082991882765
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",40,0.000276393081970323
"Section II Employer Group Waiver Plans",40,0.000269576391233062
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",41,1.16496990506442e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",41,3.83987553119361e-06
"Section I Validation Audits",41,1.01062544544113e-05
"Section B.  Calculation of Fee for Service Cost",41,7.1368281601775e-06
"Section G.  MA Employer Group Waiver Plans",41,0.999465238187374
"Section L.  Normalization Factors",41,1.4799858970353e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",41,9.75451187440026e-06
"Section IV   Medicare Medicaid Plans",41,7.10897796647623e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",41,1.49414754090896e-05
"Section III CY 2019 Formulary Submission Window",41,1.57601314758369e-05
"Section I Incomplete and Inaccurate Bid Submissions",41,2.93396495837658e-05
"Section E.  Clinical Trials",41,2.87228598225693e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",41,1.96396598488097e-05
"Section II Part C Cost Sharing Standards",41,1.92251363046397e-05
"Section II Total Beneficiary Cost (TBC)",41,1.71176006736296e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",41,2.69522331212118e-05
"Section C.  Part D Risk Sharing",41,3.30676128531869e-05
"Section II Maximum Out of Pocket (MOOP) Limits",41,3.23818605886212e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",41,4.60136581393315e-05
"Section O.  Quality Payment Program",41,3.27701945537144e-05
"Section II Health Related Supplemental Benefits",41,4.46965442912175e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",41,3.95245774866213e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",41,5.02438943485937e-05
"Section III Improving Access to Part D Vaccines",41,3.39931663824485e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",41,1.67503526653733e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",41,3.60089265909787e-05
"Section I Innovations in Health Plan Design",41,4.11618437314439e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",41,4.2113392082518e-05
"Section III Tier Composition",41,5.95510303005221e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",41,6.15634954470378e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",41,4.62081807993602e-05
"Section III Expanding the Part D OTC Program",41,7.16527940693665e-05
"Section D.  ESRD Rates",41,4.74107540837592e-05
"Section I Plan Corrections",41,5.36996867816926e-05
"Section A.  Update of the RxHCC Model",41,2.95778305546333e-05
"Section II Tiered Cost Sharing of Medical Benefits",41,7.45864479474426e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",41,0.000122063754382229
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",41,4.6602202258002e-05
"Section II Cost Plan Transition to MA under MACRA",41,0.000100697695387381
"Section II Plans with Low Enrollment",41,6.64273202463505e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",41,8.56972373261467e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",41,4.82478581671442e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",41,0.00011321365509734
"Section II Medicare Advantage (MA) Uniformity Flexibility",41,4.5629485091988e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",41,9.14320584075417e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",41,0.000139158099384405
"Section B.  FFS Growth Percentage",41,5.24122117620964e-05
"Section C.  IME Phase Out",41,9.54231032264225e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",41,0.000110915985813883
"Section II Overview of CY 2019 Benefits and Bid Review",41,5.85933437587015e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",41,8.63744368086612e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",41,6.68334879872813e-05
"Section D.  Retiree Drug Subsidy Amounts",41,0.000200386467999059
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",41,8.4374203132037e-05
"Section II Cost Plan Competition Requirements",41,0.000152773111076945
"Section II Medicare Advantage (MA) Segmented Service Area Options",41,0.000166757662467623
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",41,0.000103559874911686
"Section H.  Enhanced Medication Therapy Management (MTM) Model",41,7.50989057400707e-05
"Section I Enforcement Actions for Provider Directories",41,0.00013082991882766
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",41,7.07255290046734e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",41,0.000189939973368559
"Section III Coordination of Benefits (COB) User Fee",41,9.977847224722e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",41,0.000132414842335877
"Section K.  Medicare Advantage Coding Pattern Adjustment",41,0.000135702752071121
"Section II Outpatient Observation Services",41,0.000142794008653927
"Section II Part C Optional Supplemental Benefits",41,0.000148618649038392
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",41,0.000135702752071124
"Section I Annual Calendar",41,6.98219569630022e-05
"Section III Specialty Tiers",41,0.000161820097530086
"Section N.  Encounter Data as a Diagnosis Source for 2019",41,0.000129282487661472
"Section A.  MA Growth Percentage",41,0.000189939973368565
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",41,0.987108695454032
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",41,0.000157166518908077
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",41,0.000146625012707645
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",41,0.000161820097530086
"Section III Benefit Review",41,0.000159459363544178
"Section III Timely Updates to LIS Status Based on Best Available Evidence",41,0.000130829918827655
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",41,0.000276393081970317
"Section II Employer Group Waiver Plans",41,0.00026957639123306
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",42,1.16496990509877e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",42,3.83987553083351e-06
"Section I Validation Audits",42,1.01062544544408e-05
"Section B.  Calculation of Fee for Service Cost",42,7.13682816055858e-06
"Section G.  MA Employer Group Waiver Plans",42,1.09135063801151e-05
"Section L.  Normalization Factors",42,1.4799858970326e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",42,9.75451187439371e-06
"Section IV   Medicare Medicaid Plans",42,7.10897796650108e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",42,1.49414754090521e-05
"Section III CY 2019 Formulary Submission Window",42,1.57601314759327e-05
"Section I Incomplete and Inaccurate Bid Submissions",42,2.93396495837657e-05
"Section E.  Clinical Trials",42,2.87228598226026e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",42,1.96396598488611e-05
"Section II Part C Cost Sharing Standards",42,1.92251363046493e-05
"Section II Total Beneficiary Cost (TBC)",42,1.71176006736402e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",42,2.69522331213065e-05
"Section C.  Part D Risk Sharing",42,3.30676128531828e-05
"Section II Maximum Out of Pocket (MOOP) Limits",42,3.23818605885854e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",42,4.60136581393575e-05
"Section O.  Quality Payment Program",42,3.27701945536629e-05
"Section II Health Related Supplemental Benefits",42,4.46965442913468e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",42,3.95245774866925e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",42,5.02438943485955e-05
"Section III Improving Access to Part D Vaccines",42,3.3993166382552e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",42,1.675035266539e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",42,3.6008926591e-05
"Section I Innovations in Health Plan Design",42,4.11618437315208e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",42,4.21133920825485e-05
"Section III Tier Composition",42,5.95510303005801e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",42,6.15634954470086e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",42,4.62081807994626e-05
"Section III Expanding the Part D OTC Program",42,0.996489013090601
"Section D.  ESRD Rates",42,4.74107540836581e-05
"Section I Plan Corrections",42,5.36996867816387e-05
"Section A.  Update of the RxHCC Model",42,2.95778305546313e-05
"Section II Tiered Cost Sharing of Medical Benefits",42,7.45864479474409e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",42,0.000122063754382228
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",42,4.66022022580371e-05
"Section II Cost Plan Transition to MA under MACRA",42,0.000100697695387379
"Section II Plans with Low Enrollment",42,6.64273202463558e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",42,8.56972373261513e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",42,4.82478581672783e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",42,0.000113213655097335
"Section II Medicare Advantage (MA) Uniformity Flexibility",42,4.56294850920729e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",42,9.14320584075497e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",42,0.000139158099384411
"Section B.  FFS Growth Percentage",42,5.24122117620571e-05
"Section C.  IME Phase Out",42,9.54231032264138e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",42,0.000110915985813879
"Section II Overview of CY 2019 Benefits and Bid Review",42,5.85933437585696e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",42,8.63744368086529e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",42,6.68334879873941e-05
"Section D.  Retiree Drug Subsidy Amounts",42,0.000200386467999056
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",42,8.43742031320368e-05
"Section II Cost Plan Competition Requirements",42,0.000152773111076932
"Section II Medicare Advantage (MA) Segmented Service Area Options",42,0.000166757662467618
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",42,0.000103559874911675
"Section H.  Enhanced Medication Therapy Management (MTM) Model",42,7.50989057399568e-05
"Section I Enforcement Actions for Provider Directories",42,0.000130829918827647
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",42,7.07255290046815e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",42,0.000189939973368562
"Section III Coordination of Benefits (COB) User Fee",42,9.97784722472195e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",42,0.000132414842335861
"Section K.  Medicare Advantage Coding Pattern Adjustment",42,0.000135702752071121
"Section II Outpatient Observation Services",42,0.000142794008653931
"Section II Part C Optional Supplemental Benefits",42,0.000148618649038355
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",42,0.00013570275207111
"Section I Annual Calendar",42,6.98219569628512e-05
"Section III Specialty Tiers",42,0.000161820097530078
"Section N.  Encounter Data as a Diagnosis Source for 2019",42,0.000129282487661469
"Section A.  MA Growth Percentage",42,0.000189939973368564
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",42,0.000263087847876902
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",42,0.000157166518908073
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",42,0.000146625012707641
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",42,0.000161820097530087
"Section III Benefit Review",42,0.000159459363544175
"Section III Timely Updates to LIS Status Based on Best Available Evidence",42,0.000130829918827653
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",42,0.000276393081970321
"Section II Employer Group Waiver Plans",42,0.000269576391233062
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",43,1.16496990492143e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",43,3.83987553091533e-06
"Section I Validation Audits",43,1.01062544544245e-05
"Section B.  Calculation of Fee for Service Cost",43,7.13682816054323e-06
"Section G.  MA Employer Group Waiver Plans",43,1.09135063801019e-05
"Section L.  Normalization Factors",43,1.47998589703191e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",43,9.7545118743663e-06
"Section IV   Medicare Medicaid Plans",43,7.10897796609783e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",43,1.49414754090654e-05
"Section III CY 2019 Formulary Submission Window",43,0.999227753557683
"Section I Incomplete and Inaccurate Bid Submissions",43,2.9339649583789e-05
"Section E.  Clinical Trials",43,2.87228598225666e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",43,1.96396598488291e-05
"Section II Part C Cost Sharing Standards",43,1.92251363046236e-05
"Section II Total Beneficiary Cost (TBC)",43,1.71176006736265e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",43,2.69522331212347e-05
"Section C.  Part D Risk Sharing",43,3.30676128531881e-05
"Section II Maximum Out of Pocket (MOOP) Limits",43,3.23818605885506e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",43,4.60136581393366e-05
"Section O.  Quality Payment Program",43,3.27701945536545e-05
"Section II Health Related Supplemental Benefits",43,4.46965442912156e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",43,3.95245774866391e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",43,5.02438943485804e-05
"Section III Improving Access to Part D Vaccines",43,3.39931663825414e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",43,1.67503526653761e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",43,3.60089265909812e-05
"Section I Innovations in Health Plan Design",43,4.1161843731471e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",43,4.21133920825426e-05
"Section III Tier Composition",43,5.95510303006052e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",43,6.15634954470095e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",43,4.62081807993663e-05
"Section III Expanding the Part D OTC Program",43,7.16527940693716e-05
"Section D.  ESRD Rates",43,4.74107540836576e-05
"Section I Plan Corrections",43,5.3699686781726e-05
"Section A.  Update of the RxHCC Model",43,2.95778305546046e-05
"Section II Tiered Cost Sharing of Medical Benefits",43,7.45864479474367e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",43,0.000122063754382233
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",43,4.66022022579078e-05
"Section II Cost Plan Transition to MA under MACRA",43,0.000100697695387377
"Section II Plans with Low Enrollment",43,6.64273202463587e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",43,8.56972373261446e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",43,4.82478581672264e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",43,0.000113213655097342
"Section II Medicare Advantage (MA) Uniformity Flexibility",43,4.56294850919509e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",43,9.14320584075426e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",43,0.000139158099384412
"Section B.  FFS Growth Percentage",43,5.24122117620651e-05
"Section C.  IME Phase Out",43,9.54231032264133e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",43,0.000110915985813884
"Section II Overview of CY 2019 Benefits and Bid Review",43,5.85933437585712e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",43,8.63744368086623e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",43,6.6833487987275e-05
"Section D.  Retiree Drug Subsidy Amounts",43,0.000200386467999057
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",43,8.43742031320312e-05
"Section II Cost Plan Competition Requirements",43,0.000152773111076944
"Section II Medicare Advantage (MA) Segmented Service Area Options",43,0.000166757662467625
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",43,0.000103559874911673
"Section H.  Enhanced Medication Therapy Management (MTM) Model",43,7.50989057399707e-05
"Section I Enforcement Actions for Provider Directories",43,0.000130829918827654
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",43,7.07255290046723e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",43,0.000189939973368563
"Section III Coordination of Benefits (COB) User Fee",43,9.97784722472191e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",43,0.000132414842335875
"Section K.  Medicare Advantage Coding Pattern Adjustment",43,0.000135702752071122
"Section II Outpatient Observation Services",43,0.000142794008653933
"Section II Part C Optional Supplemental Benefits",43,0.000148618649038357
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",43,0.000135702752071123
"Section I Annual Calendar",43,6.98219569628698e-05
"Section III Specialty Tiers",43,0.000161820097530089
"Section N.  Encounter Data as a Diagnosis Source for 2019",43,0.000129282487661465
"Section A.  MA Growth Percentage",43,0.000189939973368564
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",43,0.000263087847876895
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",43,0.000157166518908076
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",43,0.000146625012707637
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",43,0.000161820097530088
"Section III Benefit Review",43,0.000159459363544179
"Section III Timely Updates to LIS Status Based on Best Available Evidence",43,0.000130829918827655
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",43,0.00027639308197032
"Section II Employer Group Waiver Plans",43,0.000269576391233067
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",44,1.16496990507184e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",44,3.83987553119397e-06
"Section I Validation Audits",44,1.01062544544045e-05
"Section B.  Calculation of Fee for Service Cost",44,7.13682816067677e-06
"Section G.  MA Employer Group Waiver Plans",44,1.0913506380129e-05
"Section L.  Normalization Factors",44,1.47998589703612e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",44,9.75451187440498e-06
"Section IV   Medicare Medicaid Plans",44,7.10897796649407e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",44,1.49414754091232e-05
"Section III CY 2019 Formulary Submission Window",44,1.57601314758255e-05
"Section I Incomplete and Inaccurate Bid Submissions",44,2.93396495836651e-05
"Section E.  Clinical Trials",44,2.87228598225643e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",44,1.96396598487999e-05
"Section II Part C Cost Sharing Standards",44,1.92251363046131e-05
"Section II Total Beneficiary Cost (TBC)",44,1.71176006736211e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",44,2.69522331212401e-05
"Section C.  Part D Risk Sharing",44,3.30676128531988e-05
"Section II Maximum Out of Pocket (MOOP) Limits",44,3.23818605885552e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",44,4.60136581393364e-05
"Section O.  Quality Payment Program",44,3.27701945536847e-05
"Section II Health Related Supplemental Benefits",44,4.46965442912152e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",44,3.95245774866105e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",44,5.0243894348593e-05
"Section III Improving Access to Part D Vaccines",44,3.39931663824574e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",44,1.67503526653784e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",44,3.60089265909868e-05
"Section I Innovations in Health Plan Design",44,4.11618437314777e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",44,4.21133920825354e-05
"Section III Tier Composition",44,5.95510303005222e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",44,6.15634954470256e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",44,4.62081807993724e-05
"Section III Expanding the Part D OTC Program",44,7.16527940693717e-05
"Section D.  ESRD Rates",44,0.9976768730499
"Section I Plan Corrections",44,5.36996867816213e-05
"Section A.  Update of the RxHCC Model",44,2.9577830554663e-05
